"href","question","completation_rate","level"
"https://leetcode.com/problems/minimum-operations-to-equalize-binary-string","3666. Minimum Operations to Equalize Binary String","20.0%","Hard"
"https://leetcode.com/problems/sort-array-by-absolute-value","3667. Sort Array By Absolute Value","86.0%","Easy"
"https://leetcode.com/problems/restore-finishing-order","3668. Restore Finishing Order","90.7%","Easy"
"https://leetcode.com/problems/balanced-k-factor-decomposition","3669. Balanced K-Factor Decomposition","36.7%","Med."
"https://leetcode.com/problems/maximum-product-of-two-integers-with-no-common-bits","3670. Maximum Product of Two Integers With No Common Bits","12.1%","Med."
"https://leetcode.com/problems/sum-of-beautiful-subsequences","3671. Sum of Beautiful Subsequences","23.1%","Hard"
"https://leetcode.com/problems/sum-of-weighted-modes-in-subarrays","3672. Sum of Weighted Modes in Subarrays","54.4%","Med."
"https://leetcode.com/problems/find-zombie-sessions","3673. Find Zombie Sessions","48.8%","Hard"
"https://leetcode.com/problems/minimum-operations-to-equalize-array","3674. Minimum Operations to Equalize Array","58.3%","Easy"
"https://leetcode.com/problems/minimum-operations-to-transform-string","3675. Minimum Operations to Transform String","60.9%","Med."
"https://leetcode.com/problems/count-bowl-subarrays","3676. Count Bowl Subarrays","44.8%","Med."
"https://leetcode.com/problems/count-binary-palindromic-numbers","3677. Count Binary Palindromic Numbers","28.1%","Hard"
"https://leetcode.com/problems/smallest-absent-positive-greater-than-average","3678. Smallest Absent Positive Greater Than Average","33.9%","Easy"
"https://leetcode.com/problems/minimum-discards-to-balance-inventory","3679.  Minimum Discards to Balance Inventory","34.5%","Med."
"https://leetcode.com/problems/generate-schedule","3680. Generate Schedule","23.3%","Med."
"https://leetcode.com/problems/maximum-xor-of-subsequences","3681. Maximum XOR of Subsequences","51.2%","Hard"
"https://leetcode.com/problems/minimum-index-sum-of-common-elements","3682. Minimum Index Sum of Common Elements","79.0%","Med."
"https://leetcode.com/problems/earliest-time-to-finish-one-task","3683. Earliest Time to Finish One Task","83.9%","Easy"
"https://leetcode.com/problems/maximize-sum-of-at-most-k-distinct-elements","3684. Maximize Sum of At Most K Distinct Elements","75.3%","Easy"
"https://leetcode.com/problems/subsequence-sum-after-capping-elements","3685. Subsequence Sum After Capping Elements","21.4%","Med."
"https://leetcode.com/problems/number-of-stable-subsequences","3686. Number of Stable Subsequences","57.3%","Hard"
"https://leetcode.com/problems/library-late-fee-calculator","3687. Library Late Fee Calculator","94.5%","Easy"
"https://leetcode.com/problems/bitwise-or-of-even-numbers-in-an-array","3688. Bitwise OR of Even Numbers in an Array","83.2%","Easy"
"https://leetcode.com/problems/maximum-total-subarray-value-i","3689. Maximum Total Subarray Value I","62.7%","Med."
"https://leetcode.com/problems/split-and-merge-array-transformation","3690. Split and Merge Array Transformation","55.2%","Med."
"https://leetcode.com/problems/maximum-total-subarray-value-ii","3691. Maximum Total Subarray Value II","18.3%","Hard"
"https://leetcode.com/problems/majority-frequency-characters","3692. Majority Frequency Characters","67.2%","Easy"
"https://leetcode.com/problems/climbing-stairs-ii","3693. Climbing Stairs II","63.8%","Med."
"https://leetcode.com/problems/distinct-points-reachable-after-substring-removal","3694. Distinct Points Reachable After Substring Removal","53.5%","Med."
"https://leetcode.com/problems/maximize-alternating-sum-using-swaps","3695. Maximize Alternating Sum Using Swaps","63.8%","Hard"
"https://leetcode.com/problems/maximum-distance-between-unequal-words-in-array-i","3696. Maximum Distance Between Unequal Words in Array I","84.3%","Easy"
"https://leetcode.com/problems/compute-decimal-representation","3697. Compute Decimal Representation","63.0%","Easy"
"https://leetcode.com/problems/split-array-with-minimum-difference","3698. Split Array With Minimum Difference","31.2%","Med."
"https://leetcode.com/problems/number-of-zigzag-arrays-i","3699. Number of ZigZag Arrays I","29.9%","Hard"
"https://leetcode.com/problems/number-of-zigzag-arrays-ii","3700. Number of ZigZag Arrays II","51.6%","Hard"
"https://leetcode.com/problems/compute-alternating-sum","3701. Compute Alternating Sum","89.3%","Easy"
"https://leetcode.com/problems/longest-subsequence-with-non-zero-bitwise-xor","3702. Longest Subsequence With Non-Zero Bitwise XOR","36.8%","Med."
"https://leetcode.com/problems/remove-k-balanced-substrings","3703. Remove K-Balanced Substrings","32.1%","Med."
"https://leetcode.com/problems/count-no-zero-pairs-that-sum-to-n","3704. Count No-Zero Pairs That Sum to N","13.6%","Hard"
"https://leetcode.com/problems/find-golden-hour-customers","3705. Find Golden Hour Customers","36.1%","Med."
"https://leetcode.com/problems/maximum-distance-between-unequal-words-in-array-ii","3706. Maximum Distance Between Unequal Words in Array II","72.3%","Med."
"https://leetcode.com/problems/equal-score-substrings","3707. Equal Score Substrings","56.7%","Easy"
"https://leetcode.com/problems/longest-fibonacci-subarray","3708. Longest Fibonacci Subarray","69.3%","Med."
"https://leetcode.com/problems/design-exam-scores-tracker","3709. Design Exam Scores Tracker","43.6%","Med."
"https://leetcode.com/problems/maximum-partition-factor","3710. Maximum Partition Factor","30.4%","Hard"
"https://leetcode.com/problems/maximum-transactions-without-negative-balance","3711. Maximum Transactions Without Negative Balance","49.6%","Med."
"https://leetcode.com/problems/sum-of-elements-with-frequency-divisible-by-k","3712. Sum of Elements With Frequency Divisible by K","77.1%","Easy"
"https://leetcode.com/problems/longest-balanced-substring-i","3713. Longest Balanced Substring I","52.5%","Med."
"https://leetcode.com/problems/longest-balanced-substring-ii","3714. Longest Balanced Substring II","19.7%","Med."
"https://leetcode.com/problems/sum-of-perfect-square-ancestors","3715. Sum of Perfect Square Ancestors","42.1%","Hard"
"https://leetcode.com/problems/find-churn-risk-customers","3716. Find Churn Risk Customers","52.2%","Med."
"https://leetcode.com/problems/minimum-operations-to-make-the-array-beautiful","3717. Minimum Operations to Make the Array Beautiful","40.6%","Med."
"https://leetcode.com/problems/smallest-missing-multiple-of-k","3718. Smallest Missing Multiple of K","63.0%","Easy"
"https://leetcode.com/problems/longest-balanced-subarray-i","3719. Longest Balanced Subarray I","52.1%","Med."
"https://leetcode.com/problems/lexicographically-smallest-permutation-greater-than-target","3720. Lexicographically Smallest Permutation Greater Than Target","26.2%","Med."
"https://leetcode.com/problems/longest-balanced-subarray-ii","3721. Longest Balanced Subarray II","12.3%","Hard"
"https://leetcode.com/problems/lexicographically-smallest-string-after-reverse","3722. Lexicographically Smallest String After Reverse","54.6%","Med."
"https://leetcode.com/problems/maximize-sum-of-squares-of-digits","3723. Maximize Sum of Squares of Digits","58.8%","Med."
"https://leetcode.com/problems/minimum-operations-to-transform-array","3724. Minimum Operations to Transform Array","38.8%","Med."
"https://leetcode.com/problems/count-ways-to-choose-coprime-integers-from-rows","3725. Count Ways to Choose Coprime Integers from Rows","48.0%","Hard"
"https://leetcode.com/problems/remove-zeros-in-decimal-representation","3726. Remove Zeros in Decimal Representation","76.2%","Easy"
"https://leetcode.com/problems/maximum-alternating-sum-of-squares","3727. Maximum Alternating Sum of Squares","60.8%","Med."
"https://leetcode.com/problems/stable-subarrays-with-equal-boundary-and-interior-sum","3728. Stable Subarrays With Equal Boundary and Interior Sum","25.6%","Med."
"https://leetcode.com/problems/count-distinct-subarrays-divisible-by-k-in-sorted-array","3729. Count Distinct Subarrays Divisible by K in Sorted Array","26.9%","Hard"
"https://leetcode.com/problems/maximum-calories-burnt-from-jumps","3730. Maximum Calories Burnt from Jumps","75.4%","Med."
"https://leetcode.com/problems/find-missing-elements","3731. Find Missing Elements","82.1%","Easy"
"https://leetcode.com/problems/maximum-product-of-three-elements-after-one-replacement","3732. Maximum Product of Three Elements After One Replacement","46.7%","Med."
"https://leetcode.com/problems/minimum-time-to-complete-all-deliveries","3733. Minimum Time to Complete All Deliveries","33.6%","Med."
"https://leetcode.com/problems/lexicographically-smallest-palindromic-permutation-greater-than-target","3734. Lexicographically Smallest Palindromic Permutation Greater Than Target","24.4%","Hard"
"https://leetcode.com/problems/lexicographically-smallest-string-after-reverse-ii","3735. Lexicographically Smallest String After Reverse II","45.7%","Hard"
"https://leetcode.com/problems/minimum-moves-to-equal-array-elements-iii","3736. Minimum Moves to Equal Array Elements III","80.5%","Easy"
"https://leetcode.com/problems/count-subarrays-with-majority-element-i","3737. Count Subarrays With Majority Element I","64.8%","Med."
"https://leetcode.com/problems/longest-non-decreasing-subarray-after-replacing-at-most-one-element","3738. Longest Non-Decreasing Subarray After Replacing at Most One Element","20.6%","Med."
"https://leetcode.com/problems/count-subarrays-with-majority-element-ii","3739. Count Subarrays With Majority Element II","43.3%","Hard"
"https://leetcode.com/problems/minimum-distance-between-three-equal-elements-i","3740. Minimum Distance Between Three Equal Elements I","60.2%","Easy"
"https://leetcode.com/problems/minimum-distance-between-three-equal-elements-ii","3741. Minimum Distance Between Three Equal Elements II","65.1%","Med."
"https://leetcode.com/problems/maximum-path-score-in-a-grid","3742. Maximum Path Score in a Grid","36.3%","Med."
"https://leetcode.com/problems/maximize-cyclic-partition-score","3743. Maximize Cyclic Partition Score","10.9%","Hard"
"https://leetcode.com/problems/find-kth-character-in-expanded-string","3744. Find Kth Character in Expanded String","58.8%","Med."
"https://leetcode.com/problems/maximize-expression-of-three-elements","3745. Maximize Expression of Three Elements","71.9%","Easy"
"https://leetcode.com/problems/minimum-string-length-after-balanced-removals","3746. Minimum String Length After Balanced Removals","78.2%","Med."
"https://leetcode.com/problems/count-distinct-integers-after-removing-zeros","3747. Count Distinct Integers After Removing Zeros","21.9%","Med."
"https://leetcode.com/problems/count-stable-subarrays","3748. Count Stable Subarrays","31.6%","Hard"
"https://leetcode.com/problems/evaluate-valid-expressions","3749. Evaluate Valid Expressions","77.6%","Hard"
"https://leetcode.com/problems/minimum-number-of-flips-to-reverse-binary-string","3750. Minimum Number of Flips to Reverse Binary String","75.2%","Easy"
"https://leetcode.com/problems/total-waviness-of-numbers-in-range-i","3751. Total Waviness of Numbers in Range I","80.0%","Med."
"https://leetcode.com/problems/lexicographically-smallest-negated-permutation-that-sums-to-target","3752. Lexicographically Smallest Negated Permutation that Sums to Target","29.5%","Med."
"https://leetcode.com/problems/total-waviness-of-numbers-in-range-ii","3753. Total Waviness of Numbers in Range II","23.8%","Hard"
"https://leetcode.com/problems/concatenate-non-zero-digits-and-multiply-by-sum-i","3754. Concatenate Non-Zero Digits and Multiply by Sum I","55.4%","Easy"
"https://leetcode.com/problems/find-maximum-balanced-xor-subarray-length","3755. Find Maximum Balanced XOR Subarray Length","50.3%","Med."
"https://leetcode.com/problems/concatenate-non-zero-digits-and-multiply-by-sum-ii","3756. Concatenate Non-Zero Digits and Multiply by Sum II","23.5%","Med."
"https://leetcode.com/problems/number-of-effective-subsequences","3757. Number of Effective Subsequences","29.3%","Hard"
"https://leetcode.com/problems/convert-number-words-to-digits","3758. Convert Number Words to Digits","71.5%","Med."
"https://leetcode.com/problems/count-elements-with-at-least-k-greater-values","3759. Count Elements With at Least K Greater Values","30.9%","Med."
"https://leetcode.com/problems/maximum-substrings-with-distinct-start","3760. Maximum Substrings With Distinct Start","91.3%","Med."
"https://leetcode.com/problems/minimum-absolute-distance-between-mirror-pairs","3761. Minimum Absolute Distance Between Mirror Pairs","44.0%","Med."
"https://leetcode.com/problems/minimum-operations-to-equalize-subarrays","3762. Minimum Operations to Equalize Subarrays","18.6%","Hard"
"https://leetcode.com/problems/maximum-total-sum-with-threshold-constraints","3763. Maximum Total Sum with Threshold Constraints","84.7%","Med."
"https://leetcode.com/problems/most-common-course-pairs","3764. Most Common Course Pairs","54.6%","Hard"
"https://leetcode.com/problems/complete-prime-number","3765. Complete Prime Number","37.5%","Med."
"https://leetcode.com/problems/minimum-operations-to-make-binary-palindrome","3766. Minimum Operations to Make Binary Palindrome","51.6%","Med."
"https://leetcode.com/problems/maximize-points-after-choosing-k-tasks","3767. Maximize Points After Choosing K Tasks","59.3%","Med."
"https://leetcode.com/problems/minimum-inversion-count-in-subarrays-of-fixed-length","3768. Minimum Inversion Count in Subarrays of Fixed Length","41.5%","Hard"
